"token","referral","creationDate","lastUpdate","status","P1","S4","F2","A1","R3","P3","S1","D1","F1","A4","A2","D4","S2","A3","R2","D2","F3","R1","P2","S3","D3","F4","P4","R4","age","gender","countryOfOrigin_value","countryOfOrigin_label","hexadType_philanthropist","hexadType_socializer","hexadType_freeSpirit","hexadType_achiever","hexadType_player","hexadType_disruptor","hexadType_percentage_philanthropist","hexadType_percentage_socializer","hexadType_percentage_freeSpirit","hexadType_percentage_achiever","hexadType_percentage_player","hexadType_percentage_disruptor"
"daeacbe4-4c9a-4cbf-91df-57cfd198f112","none","2022-01-08T23:25:46.999Z","2022-01-08T23:27:01.752Z","final",7,3,5,5,3,5,5,1,7,6,5,2,2,7,7,5,5,3,5,3,3,7,7,7,,,,,24,13,24,23,20,11,85.71,46.43,85.71,82.14,71.43,39.29
"7aa38938-fc9f-4967-8db8-fdea9a5d83ec","none","2022-01-08T23:26:06.007Z","2022-01-08T23:27:12.506Z","final",7,7,6,6,7,5,7,3,6,7,7,2,7,6,7,3,6,6,6,6,2,6,6,6,,,,,24,27,24,26,26,10,85.71,96.43,85.71,92.86,92.86,35.71
"a7a372f7-8178-4929-bf92-273fddaa957c","facebook","2022-01-08T23:27:13.273Z","2022-01-08T23:30:37.501Z","final",6,3,5,5,5,5,5,1,5,6,4,1,5,6,6,4,6,6,3,5,1,4,6,5,21,"male","ca","Canada",20,18,20,21,22,7,71.43,64.29,71.43,75.0,78.57,25.0
"9bc8154c-b9b1-4cab-b415-f93ac9627de3","facebook","2022-01-08T23:31:54.516Z","2022-01-08T23:33:35.381Z","final",7,5,7,5,5,7,4,3,7,7,7,3,5,6,6,6,3,4,5,5,3,7,7,5,25,"female","gb","United Kingdom of Great Britain and Northern Ireland",26,19,24,25,20,15,92.86,67.86,85.71,89.29,71.43,53.57
"a235f83c-1d5c-4388-9718-31c077aaf670","facebook","2022-01-08T23:35:15.873Z","2022-01-08T23:37:27.164Z","final",6,5,4,5,4,5,5,1,7,6,5,4,5,5,5,4,5,5,5,3,4,5,5,4,41,,"gb","United Kingdom of Great Britain and Northern Ireland",21,18,21,21,18,13,75.0,64.29,75.0,75.0,64.29,46.43
"bc6363ce-ccf5-425d-aad6-5711ff78a69e","facebook","2022-01-08T23:37:41.578Z","2022-01-08T23:41:07.447Z","final",7,5,7,6,7,7,5,2,6,7,6,4,6,6,7,7,7,7,6,5,3,6,7,7,34,"male","ca","Canada",27,21,26,25,28,16,96.43,75.0,92.86,89.29,100.0,57.14
"7fcfcad9-df75-46be-9ab8-fdae654ece1a","facebook","2022-01-08T23:40:33.257Z","2022-01-08T23:41:36.997Z","final",7,2,6,5,7,7,4,1,6,6,6,7,1,7,7,7,7,7,7,1,5,7,6,7,,"female","gb","United Kingdom of Great Britain and Northern Ireland",27,8,26,24,28,20,96.43,28.57,92.86,85.71,100.0,71.43
"8a4f38f4-9409-42bd-b3db-aeb6b89e4b0c","facebook","2022-01-08T23:41:56.054Z","2022-01-08T23:43:13.839Z","final",7,5,6,6,2,6,3,1,6,7,5,2,5,5,6,4,5,2,7,5,2,6,7,6,18,"female","nz","New Zealand",27,18,23,23,16,9,96.43,64.29,82.14,82.14,57.14,32.14
"f4810698-b8f4-4d3b-be72-c24dae0ae54d","facebook","2022-01-08T23:49:26.248Z","2022-01-08T23:55:19.371Z","final",6,6,6,7,7,5,4,5,6,5,6,2,4,5,7,3,3,6,4,3,2,2,5,7,26,"female","ie","Ireland",20,17,17,23,27,12,71.43,60.71,60.71,82.14,96.43,42.86
"898364ce-a7ff-484b-91e8-5046eb376315","facebook","2022-01-08T23:53:03.203Z","2022-01-08T23:54:33.511Z","final",6,6,7,7,7,5,7,1,7,7,5,6,5,6,7,5,5,7,7,7,4,7,7,7,29,"male","ie","Ireland",25,25,26,25,28,16,89.29,89.29,92.86,89.29,100.0,57.14
"b45ed9c9-1fa6-4b97-9bfa-da8296d5c653","facebook","2022-01-08T23:53:15.160Z","2022-01-08T23:54:13.446Z","final",7,7,3,5,6,6,7,6,6,7,7,5,7,7,7,3,2,2,7,5,6,5,5,6,24,"female","ca","Canada",25,26,16,26,21,20,89.29,92.86,57.14,92.86,75.0,71.43
"24446071-9153-4cb5-9ca9-98e39f6bc5bb","facebook","2022-01-08T23:53:46.202Z","2022-01-08T23:55:39.446Z","final",6,7,6,7,7,7,7,5,5,7,5,2,7,7,5,5,3,6,7,3,2,2,6,6,21,"male","au","Australia",26,24,16,26,24,14,92.86,85.71,57.14,92.86,85.71,50.0
"a8f3ad46-fd35-4149-9a29-ebf3363dad90","none","2022-01-08T23:54:04.090Z","2022-01-08T23:55:18.765Z","final",7,3,4,2,7,6,6,1,4,7,7,1,7,7,7,4,5,4,6,7,1,5,7,7,,,,,26,23,18,23,25,7,92.86,82.14,64.29,82.14,89.29,25.0
"b1771de9-1598-46b6-a1d9-09d5825a7748","facebook","2022-01-08T23:58:27.817Z","2022-01-08T23:59:38.331Z","final",6,6,6,6,6,6,5,5,5,5,6,5,5,5,5,5,5,3,5,4,3,5,5,4,,,,,22,20,21,22,18,18,78.57,71.43,75.0,78.57,64.29,64.29
"3502b1d7-1048-41ca-b516-0897708a3d3c","facebook","2022-01-09T00:10:01.181Z","2022-01-09T00:11:27.218Z","final",5,3,6,6,6,7,5,4,5,6,6,5,3,4,6,6,7,7,5,5,5,6,6,7,27,"female","ie","Ireland",23,16,24,22,26,20,82.14,57.14,85.71,78.57,92.86,71.43
"ce9dcaf4-cf98-4799-a654-ccee33b51669","facebook","2022-01-09T00:36:42.238Z","2022-01-09T00:37:57.094Z","final",7,7,6,7,6,6,6,5,7,7,7,6,6,7,7,6,7,7,6,6,5,7,6,7,20,,"nz","New Zealand",25,25,27,28,27,22,89.29,89.29,96.43,100.0,96.43,78.57
"0e73b103-e350-46e6-ae43-435c78fb3b94","facebook","2022-01-09T00:38:33.639Z","2022-01-09T00:39:43.506Z","final",7,3,6,5,4,5,5,1,6,4,4,5,4,5,5,4,6,5,4,6,5,6,7,6,20,,"au","Australia",23,18,24,18,20,15,82.14,64.29,85.71,64.29,71.43,53.57
"966ef15a-4968-488c-93c5-914d18bd8ded","facebook","2022-01-09T00:45:16.072Z","2022-01-09T00:46:58.028Z","final",6,3,6,2,6,6,1,2,7,2,1,4,4,2,6,7,6,4,5,5,5,7,6,6,31,"male","gb","United Kingdom of Great Britain and Northern Ireland",23,13,26,7,22,18,82.14,46.43,92.86,25.0,78.57,64.29
"c54b536d-857c-4df1-a92b-acc4a7cb27a2","facebook","2022-01-09T00:46:50.630Z","2022-01-09T00:48:14.178Z","final",6,5,5,5,5,6,5,5,6,5,5,4,5,6,6,6,6,5,5,5,4,5,6,5,22,"male","au","Australia",23,20,22,21,21,19,82.14,71.43,78.57,75.0,75.0,67.86
"8e3a0bc4-05d1-473b-a7d9-7e8846d5b98a","facebook","2022-01-09T00:51:50.391Z","2022-01-09T00:53:40.849Z","final",6,6,6,5,6,6,5,3,6,6,6,2,5,6,5,5,5,3,5,5,1,5,6,5,21,"male","gb","United Kingdom of Great Britain and Northern Ireland",23,21,22,23,19,11,82.14,75.0,78.57,82.14,67.86,39.29
"92fc66a4-0af6-41b8-bdc7-77aec54e0b3f","facebook","2022-01-09T00:52:37.724Z","2022-01-09T00:53:56.673Z","final",7,7,7,7,7,7,7,5,7,7,7,4,7,7,5,3,7,7,7,7,7,7,7,7,27,,"us","United States of America",28,28,28,28,26,19,100.0,100.0,100.0,100.0,92.86,67.86
"f1cfff0b-a502-4a75-87c5-016043d3e3be","none","2022-01-09T00:58:17.724Z","2022-01-09T00:59:53.604Z","final",6,3,6,6,6,7,4,2,5,6,5,2,4,6,5,4,4,5,5,5,3,6,5,6,30,"female","us","United States of America",23,16,21,23,22,11,82.14,57.14,75.0,82.14,78.57,39.29
"10de99a9-5cfe-476a-b344-fe191501b4ac","facebook","2022-01-09T01:04:51.380Z","2022-01-09T01:06:21.453Z","final",4,4,3,5,5,4,4,6,5,7,5,4,5,7,7,5,4,7,4,3,1,5,4,5,15,"male","ca","Canada",16,16,17,24,24,16,57.14,57.14,60.71,85.71,85.71,57.14
"01fe6415-7428-46a3-b5ae-fa653cfec70c","facebook","2022-01-09T01:10:28.271Z","2022-01-09T01:13:00.099Z","final",6,4,5,6,4,6,5,4,5,6,6,2,5,5,7,7,6,7,5,3,5,4,6,7,21,"male","au","Australia",23,17,20,23,25,18,82.14,60.71,71.43,82.14,89.29,64.29
"2995c9d6-78a7-4c18-b58b-80c0ea555ffe","facebook","2022-01-09T01:11:56.869Z","2022-01-09T01:12:57.837Z","final",5,7,6,6,6,7,7,5,5,7,7,4,6,6,5,5,6,7,7,5,3,6,7,6,,,,,26,25,23,26,24,17,92.86,89.29,82.14,92.86,85.71,60.71
"b4bf40fc-3b47-4fa1-976a-aa3963b47138","facebook","2022-01-09T01:14:49.461Z","2022-01-09T01:16:24.997Z","final",5,6,5,6,5,6,6,3,6,6,5,6,6,6,6,6,6,6,6,7,6,6,6,5,20,"female","au","Australia",23,25,23,23,22,21,82.14,89.29,82.14,82.14,78.57,75.0
"d3a58500-39bd-4af0-9783-405a33316735","facebook","2022-01-09T01:15:53.756Z","2022-01-09T01:16:58.840Z","final",7,1,6,6,5,5,3,3,5,5,6,3,3,5,5,2,6,6,5,3,3,3,6,6,,,,,23,10,20,22,22,11,82.14,35.71,71.43,78.57,78.57,39.29
"4683d6fb-e4b9-4c97-a8fa-6198dea03de9","facebook","2022-01-09T01:26:50.770Z","2022-01-09T01:28:44.779Z","final",7,6,7,6,6,7,6,1,7,7,6,3,7,6,7,7,7,5,7,4,3,6,7,5,22,"female","au","Australia",28,23,27,25,23,14,100.0,82.14,96.43,89.29,82.14,50.0
"d8410044-f191-43ca-a19b-32f0bcc13a7b","facebook","2022-01-09T01:35:14.494Z","2022-01-09T01:36:32.365Z","final",7,6,6,7,7,6,5,5,7,7,7,7,6,7,7,7,6,7,5,5,6,5,4,7,23,"female","ca","Canada",22,22,24,28,28,25,78.57,78.57,85.71,100.0,100.0,89.29
"634ffbb4-3b4a-43fa-b3f4-36c9bd574150","none","2022-01-09T01:37:09.006Z","2022-01-09T01:38:52.258Z","final",6,5,3,4,5,6,5,3,6,5,6,5,7,5,2,6,5,3,5,5,6,5,5,6,20,"male","au","Australia",22,22,19,20,16,20,78.57,78.57,67.86,71.43,57.14,71.43
"0fc20ab2-82d0-45b9-a9ca-47720fedaca1","none","2022-01-09T01:50:21.787Z","2022-01-09T01:51:53.436Z","final",6,6,6,6,4,5,6,4,4,6,5,3,6,5,5,5,3,5,5,7,3,7,6,4,40,"male","ca","Canada",22,25,20,22,18,15,78.57,89.29,71.43,78.57,64.29,53.57
"66dd2c7d-5de5-4537-9c5e-b1c82a52640d","facebook","2022-01-09T02:12:06.652Z","2022-01-09T02:14:27.671Z","final",7,6,7,7,5,7,7,4,7,7,7,5,6,7,6,7,7,5,6,3,4,7,7,5,20,"male","us","United States of America",27,22,28,28,21,20,96.43,78.57,100.0,100.0,75.0,71.43
"0907a39c-b5b1-43ed-b865-1aceed5aa6a9","facebook","2022-01-09T02:13:36.061Z","2022-01-09T02:27:57.898Z","final",6,3,7,5,5,6,3,5,7,6,5,4,2,2,6,6,5,3,5,3,6,5,6,5,33,"male","us","United States of America",23,11,24,18,19,21,82.14,39.29,85.71,64.29,67.86,75.0
"8283368a-f61c-4762-850d-4152d06d4dad","facebook","2022-01-09T02:16:18.252Z","2022-01-09T02:18:04.166Z","final",7,6,6,6,4,6,6,3,4,4,6,6,6,6,6,6,6,6,6,6,2,5,6,6,19,"female","au","Australia",25,24,21,22,22,17,89.29,85.71,75.0,78.57,78.57,60.71
"e3207e54-dac3-4483-b201-ecbec12a3c0c","facebook","2022-01-09T02:18:08.961Z","2022-01-09T02:20:03.979Z","final",7,6,6,6,5,6,6,6,6,7,6,2,7,7,6,6,7,7,7,6,6,6,7,6,21,"female","au","Australia",27,25,25,26,24,20,96.43,89.29,89.29,92.86,85.71,71.43
"5fddc8f7-07f5-4fbc-ad6a-7e2401a8a3e2","facebook","2022-01-09T02:22:38.142Z","2022-01-09T02:24:12.577Z","final",6,2,5,4,5,5,3,1,5,3,5,3,3,5,5,5,5,4,4,5,1,4,7,6,47,"male","ca","Canada",22,13,19,17,20,10,78.57,46.43,67.86,60.71,71.43,35.71
"ee65de63-bf0c-46c3-8662-c3b8a7fe78d7","facebook","2022-01-09T02:25:39.199Z","2022-01-09T02:26:49.661Z","final",7,5,5,4,5,6,5,3,5,5,6,5,7,7,6,6,6,7,6,6,5,6,6,5,26,,"nz","New Zealand",25,23,22,22,23,19,89.29,82.14,78.57,78.57,82.14,67.86
"0026a47e-be26-4ca6-984b-22411322b087","facebook","2022-01-09T02:51:06.482Z","2022-01-09T02:52:30.634Z","final",7,6,7,7,6,7,5,4,7,7,5,3,5,6,7,4,6,1,7,6,7,7,6,7,20,"male","ca","Canada",27,22,27,25,21,18,96.43,78.57,96.43,89.29,75.0,64.29
"ea69920c-3567-44dc-b9b9-94ba81405f2c","facebook","2022-01-09T03:09:33.667Z","2022-01-09T03:11:27.641Z","final",7,6,7,7,7,7,4,1,6,7,7,1,7,7,7,7,7,7,7,7,1,6,6,7,25,"male","ca","Canada",27,24,26,28,28,10,96.43,85.71,92.86,100.0,100.0,35.71
"1903cfa7-1508-40aa-9fbd-eaffe9c6c0a3","facebook","2022-01-09T03:10:39.509Z","2022-01-09T03:11:50.552Z","final",5,5,5,7,6,4,5,3,4,7,7,2,4,6,4,5,5,7,4,6,5,6,6,7,25,"male","ca","Canada",19,20,20,27,24,15,67.86,71.43,71.43,96.43,85.71,53.57
"a71ee938-8ed3-452d-9b7d-d045e9a1fe53","facebook","2022-01-09T03:13:34.043Z","2022-01-09T03:15:08.749Z","final",7,1,5,6,4,7,5,1,7,4,5,1,1,5,7,1,7,5,4,5,1,7,7,6,22,,"ca","Canada",25,12,26,20,22,4,89.29,42.86,92.86,71.43,78.57,14.29
"98bb2600-2b57-473b-a6f3-a16aaf2edcbf","facebook","2022-01-09T03:17:13.210Z","2022-01-09T03:19:02.376Z","final",5,5,6,6,3,7,2,6,6,6,4,7,4,4,2,7,7,2,3,3,5,5,2,3,,,,,17,14,24,20,10,25,60.71,50.0,85.71,71.43,35.71,89.29
"b730a950-4bc1-48fb-9b67-5ce16c4156f4","facebook","2022-01-09T03:20:43.221Z","2022-01-09T03:22:07.261Z","final",6,6,7,7,6,6,5,2,7,6,6,7,6,7,2,7,6,1,3,2,3,5,3,2,69,,"il","Israel",18,19,25,26,11,19,64.29,67.86,89.29,92.86,39.29,67.86
"06ed4351-2d46-4c80-ad80-049bb565851c","facebook","2022-01-09T03:25:44.528Z","2022-01-09T03:28:04.787Z","final",6,4,7,5,3,7,5,6,6,5,3,7,4,6,6,5,7,3,6,5,5,6,5,6,22,"female","au","Australia",24,18,26,19,18,23,85.71,64.29,92.86,67.86,64.29,82.14
"d29ac9be-f413-41b7-a066-925d48144e9d","facebook","2022-01-09T03:30:19.551Z","2022-01-09T03:32:46.632Z","final",7,6,7,6,6,5,5,5,6,6,6,3,6,6,7,5,5,6,6,5,3,7,6,6,20,"other","au","Australia",24,22,25,24,25,16,85.71,78.57,89.29,85.71,89.29,57.14
"003f24b0-a5c8-4ae3-ac69-7e716d0cc466","facebook","2022-01-09T03:34:33.336Z","2022-01-09T03:36:04.717Z","final",4,3,7,6,5,6,4,5,4,7,6,6,3,3,4,6,5,4,5,4,4,5,6,5,,,,,21,14,21,22,18,21,75.0,50.0,75.0,78.57,64.29,75.0
"d3310f02-ef52-475c-a41b-66c9d7e462ac","facebook","2022-01-09T03:42:05.086Z","2022-01-09T03:43:25.120Z","final",6,6,6,6,7,6,7,4,7,7,6,2,6,7,7,5,5,7,6,7,1,5,7,7,20,"male","au","Australia",25,26,23,26,28,12,89.29,92.86,82.14,92.86,100.0,42.86
"71c060b3-cb78-46d6-a00f-1aede3d46a5b","facebook","2022-01-09T03:49:49.252Z","2022-01-09T03:51:22.504Z","final",5,2,7,7,5,7,5,5,7,6,7,6,3,7,5,7,7,5,4,3,7,7,5,5,30,"female","it","Italy",21,13,28,27,20,25,75.0,46.43,100.0,96.43,71.43,89.29
"3a2e2057-99af-44ad-8a15-abc774ee1cf1","facebook","2022-01-09T04:05:25.783Z","2022-01-09T04:08:51.316Z","final",6,6,6,6,4,6,5,2,5,5,6,1,6,6,6,5,6,4,6,6,4,6,6,6,,,,,24,23,23,23,20,12,85.71,82.14,82.14,82.14,71.43,42.86
"2e1c186b-1a30-418f-b148-d530d1db8036","facebook","2022-01-09T04:10:41.362Z","2022-01-09T04:12:46.675Z","final",6,5,7,5,3,4,7,6,7,2,3,6,6,7,3,2,6,2,6,2,1,1,7,1,16,,"ca","Canada",23,20,21,17,9,15,82.14,71.43,75.0,60.71,32.14,53.57
"b4c9b4d2-7314-45b1-a860-92c97c861c7d","facebook","2022-01-09T04:11:51.692Z","2022-01-09T04:12:46.383Z","final",7,4,6,7,6,7,7,2,6,7,7,2,6,7,7,5,6,6,7,7,2,7,7,7,,"female","ca","Canada",28,24,25,28,26,11,100.0,85.71,89.29,100.0,92.86,39.29
"f61a6e7e-1286-4fe3-bcf1-9bfbcf15dfe1","facebook","2022-01-09T04:26:03.893Z","2022-01-09T04:27:59.983Z","final",6,6,7,6,7,7,4,1,5,6,6,2,6,7,7,4,7,6,6,5,4,6,7,7,26,"female","us","United States of America",26,21,25,25,27,11,92.86,75.0,89.29,89.29,96.43,39.29
"3942e673-b4ef-46b3-905c-9e10077774f8","facebook","2022-01-09T04:55:03.397Z","2022-01-09T04:56:53.332Z","final",3,6,6,6,6,7,6,7,5,6,6,3,4,7,6,4,6,5,6,5,2,6,4,7,17,"male","ca","Canada",20,21,23,25,24,16,71.43,75.0,82.14,89.29,85.71,57.14
"288919f4-8d01-41fb-8c6c-eab5d79c559e","facebook","2022-01-09T04:56:18.049Z","2022-01-09T04:58:06.800Z","final",6,5,6,7,7,7,6,6,7,7,7,5,5,7,5,7,6,6,6,6,1,3,6,5,42,,"au","Australia",25,22,22,28,23,19,89.29,78.57,78.57,100.0,82.14,67.86
"efefc485-b4b3-4c49-9405-5c525dfde674","facebook","2022-01-09T05:05:19.688Z","2022-01-09T05:07:53.979Z","final",5,5,7,4,4,6,5,7,7,7,6,7,7,7,7,7,5,4,5,6,7,6,6,7,22,"male","us","United States of America",22,23,25,24,22,28,78.57,82.14,89.29,85.71,78.57,100.0
"87711c73-cd9f-4ca2-a81b-afe5e78acf00","facebook","2022-01-09T05:14:47.914Z","2022-01-09T05:16:17.196Z","final",6,6,3,6,7,6,5,3,5,7,6,2,6,6,5,3,5,6,6,5,2,3,5,6,18,"male","au","Australia",23,22,16,25,24,10,82.14,78.57,57.14,89.29,85.71,35.71
"248e7275-b000-4472-b5f9-a8ea4439aab2","none","2022-01-09T05:34:59.764Z","2022-01-09T05:36:08.277Z","final",7,5,5,6,4,7,5,2,6,7,6,5,5,6,6,5,6,6,6,6,3,7,7,4,,,,,27,21,24,25,20,15,96.43,75.0,85.71,89.29,71.43,53.57
"b6b35fe8-85ac-4310-9327-fb08fe42cea3","facebook","2022-01-09T05:37:09.069Z","2022-01-09T05:39:12.639Z","final",6,5,7,6,2,7,5,1,5,5,6,2,5,6,5,3,5,3,5,5,2,5,6,3,,,,,24,20,22,23,13,8,85.71,71.43,78.57,82.14,46.43,28.57
"811556dd-c157-4988-a619-c68b120c27cd","none","2022-01-09T05:47:19.546Z","2022-01-09T05:49:06.193Z","final",6,3,5,6,6,7,3,3,6,6,6,2,5,5,5,6,6,4,5,5,2,5,6,6,23,"female",,,24,16,22,23,21,13,85.71,57.14,78.57,82.14,75.0,46.43
"a4f8fa22-b1fe-43dd-b63a-9eef1807831a","facebook","2022-01-09T05:52:50.925Z","2022-01-09T05:55:05.718Z","final",6,5,5,5,5,5,5,4,5,6,6,3,5,6,6,5,7,6,6,6,5,5,6,6,28,"female","ca","Canada",23,21,22,23,23,17,82.14,75.0,78.57,82.14,82.14,60.71
"5136a640-e96e-40b7-8b3b-34d4defb5b81","facebook","2022-01-09T06:45:24.351Z","2022-01-09T06:46:59.112Z","final",6,6,5,6,5,6,5,5,5,6,6,5,6,4,5,4,5,5,5,5,5,5,5,5,,,,,22,22,20,22,20,19,78.57,78.57,71.43,78.57,71.43,67.86
"13f0c311-bbcd-41f1-be5e-cc5a37a9a2a3","facebook","2022-01-09T06:55:06.539Z","2022-01-09T06:56:59.454Z","final",5,1,4,7,4,4,3,1,7,7,6,4,2,7,4,7,7,1,5,5,6,7,6,4,18,"male","us","United States of America",20,11,25,27,13,18,71.43,39.29,89.29,96.43,46.43,64.29
"2174a6f7-d8d4-48e5-817f-74c8ef3ebe3b","none","2022-01-09T06:59:19.610Z","2022-01-09T07:05:45.384Z","final",7,6,6,6,7,7,7,7,4,6,6,4,7,7,4,7,2,4,7,7,1,7,7,3,21,"female","au","Australia",28,27,19,25,18,19,100.0,96.43,67.86,89.29,64.29,67.86
"9fd48fae-6430-4ef8-96a1-87f25160756f","facebook","2022-01-09T07:05:38.822Z","2022-01-09T07:08:07.274Z","final",6,1,3,7,6,7,1,2,5,7,6,3,3,5,6,7,7,6,5,3,5,7,2,7,25,"male","au","Australia",20,8,22,25,25,17,71.43,28.57,78.57,89.29,89.29,60.71
"8fddcc1a-c4f4-4805-a211-9a0e692bbfe7","facebook","2022-01-09T07:11:55.566Z","2022-01-09T07:15:15.395Z","final",5,1,6,7,6,7,3,4,7,7,5,7,5,4,5,6,7,1,3,2,5,5,4,5,49,"male","gb","United Kingdom of Great Britain and Northern Ireland",19,11,25,23,17,22,67.86,39.29,89.29,82.14,60.71,78.57
"ce13e5f6-93b5-4f04-b098-afbe5bdd51dc","none","2022-01-09T07:12:20.314Z","2022-01-09T07:13:11.384Z","final",7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,1,1,7,7,7,1,7,7,7,20,"male","au","Australia",28,28,16,28,28,10,100.0,100.0,57.14,100.0,100.0,35.71
"94f56bd7-cce3-4fe5-9f38-f4239a60b15a","facebook","2022-01-09T07:28:15.993Z","2022-01-09T07:30:35.480Z","final",6,2,7,7,6,6,2,6,3,7,7,2,3,6,5,5,6,6,6,1,6,6,7,7,19,"male","us","United States of America",25,8,22,27,24,19,89.29,28.57,78.57,96.43,85.71,67.86
"40faa6c2-8ee5-4301-bb8d-4093c29ae069","facebook","2022-01-09T07:47:04.816Z","2022-01-09T07:48:02.541Z","final",7,7,7,6,4,5,5,2,6,5,6,7,7,6,5,7,7,2,7,5,6,7,7,7,31,"female","au","Australia",26,24,27,23,18,22,92.86,85.71,96.43,82.14,64.29,78.57
"5a1393ae-3def-449b-9c18-5f7b6cbaa539","facebook","2022-01-09T08:21:26.683Z","2022-01-09T08:22:26.473Z","final",7,6,6,7,6,7,6,3,5,7,7,6,5,6,7,6,7,6,6,3,3,6,7,7,21,"male","us","United States of America",27,20,24,27,26,18,96.43,71.43,85.71,96.43,92.86,64.29
"51d88ada-2cea-4317-8fe0-81412da84d9b","facebook","2022-01-09T08:51:02.425Z","2022-01-09T08:52:42.806Z","final",7,4,7,6,6,6,4,4,7,7,7,7,6,7,7,7,7,7,5,5,7,6,6,7,,"female","cr","Costa Rica",24,19,27,27,27,25,85.71,67.86,96.43,96.43,96.43,89.29
"7c5b42fe-195b-4f7f-8e7b-2de3f35cd3c2","facebook","2022-01-09T08:54:03.268Z","2022-01-09T08:55:59.084Z","final",6,6,7,7,5,6,6,4,6,6,7,3,6,5,6,5,6,4,6,5,3,5,6,5,33,"male","au","Australia",24,23,24,25,20,15,85.71,82.14,85.71,89.29,71.43,53.57
"75e2d9ef-fb84-4ced-84bb-12fe48cef6fa","facebook","2022-01-09T08:56:14.485Z","2022-01-09T09:05:30.079Z","final",7,5,6,7,5,6,5,5,6,7,7,2,5,6,7,5,6,5,5,5,2,6,6,6,34,"female","ca","Canada",24,20,24,27,23,14,85.71,71.43,85.71,96.43,82.14,50.0
"474b257f-e153-495a-8d5a-2a6946ee6c87","facebook","2022-01-09T08:59:37.835Z","2022-01-09T09:02:14.625Z","final",7,5,6,6,6,7,5,2,5,7,7,1,6,7,7,6,6,7,7,6,2,7,6,7,31,"male","au","Australia",27,22,24,27,27,11,96.43,78.57,85.71,96.43,96.43,39.29
"65a108cc-d8bf-4586-a1e1-28a9b715be95","facebook","2022-01-09T09:14:09.517Z","2022-01-09T09:15:40.148Z","final",7,7,7,7,7,7,5,6,7,7,7,3,7,7,7,2,6,1,6,7,1,7,7,7,20,"male","au","Australia",27,26,27,28,22,12,96.43,92.86,96.43,100.0,78.57,42.86
"fc52ba9f-3b93-4bbc-9048-139f7afdf0c3","facebook","2022-01-09T09:20:27.401Z","2022-01-09T09:21:23.291Z","final",6,4,4,7,7,5,5,5,7,7,7,3,5,7,5,5,6,7,4,4,5,5,5,4,,,,,20,18,22,28,23,18,71.43,64.29,78.57,100.0,82.14,64.29
"b6d9347f-bc6b-4196-9dcb-f49275581bd1","facebook","2022-01-09T09:21:27.282Z","2022-01-09T09:23:22.252Z","final",1,1,5,5,4,4,1,4,7,7,7,7,1,7,7,7,7,5,1,1,7,4,1,7,21,"male","au","Australia",7,4,23,26,23,25,25.0,14.29,82.14,92.86,82.14,89.29
"5f0fdd41-6621-4f7e-bbfa-03e702b1412b","facebook","2022-01-09T09:28:13.231Z","2022-01-09T09:29:42.456Z","final",6,3,7,6,2,6,5,1,7,5,2,6,3,5,4,2,6,2,6,2,6,7,6,5,28,"female","au","Australia",24,13,27,18,13,15,85.71,46.43,96.43,64.29,46.43,53.57
"e932e12f-9394-41e3-8b49-e51d440a9cd0","facebook","2022-01-09T09:30:11.316Z","2022-01-09T09:33:45.354Z","final",5,4,7,5,5,4,3,3,5,6,6,4,5,5,4,4,6,4,4,5,5,7,5,5,24,"female","au","Australia",18,17,25,22,18,16,64.29,60.71,89.29,78.57,64.29,57.14
"d18e8a5a-b60b-41fc-822e-3c5ee03c3f45","facebook","2022-01-09T09:36:29.275Z","2022-01-09T09:38:12.032Z","final",7,6,7,7,7,7,5,1,6,7,7,3,5,6,7,4,6,5,6,5,4,7,7,7,,,,,27,21,26,27,26,12,96.43,75.0,92.86,96.43,92.86,42.86
"1159697e-8713-4582-a87b-f347b0652947","none","2022-01-09T09:56:54.940Z","2022-01-09T09:59:51.258Z","final",7,6,6,4,2,7,6,1,4,5,1,4,5,4,5,4,4,6,7,6,1,4,5,6,32,"female","au","Australia",26,23,18,14,19,10,92.86,82.14,64.29,50.0,67.86,35.71
"51113be5-1b4e-4a1b-a4db-70b10b33d7ba","facebook","2022-01-09T10:14:37.341Z","2022-01-09T10:25:50.756Z","final",5,3,7,7,5,7,2,1,7,5,5,4,3,4,5,5,7,2,5,3,3,3,5,6,31,"male","gb","United Kingdom of Great Britain and Northern Ireland",22,11,24,21,18,13,78.57,39.29,85.71,75.0,64.29,46.43
"41e891e1-2c66-4004-99b0-39b2f0d0ccf7","facebook","2022-01-09T10:30:29.132Z","2022-01-09T10:31:44.949Z","final",3,3,6,7,7,5,1,1,7,7,4,6,1,5,6,4,4,2,1,1,4,1,1,6,,,,,10,6,18,23,21,15,35.71,21.43,64.29,82.14,75.0,53.57
"8af13367-ce46-4fb7-a4fc-1e795a887e62","facebook","2022-01-09T11:09:52.811Z","2022-01-09T11:11:08.911Z","final",6,5,5,6,5,6,7,3,5,7,5,3,6,7,6,5,5,4,5,6,2,5,7,4,30,"male","au","Australia",24,24,20,25,19,13,85.71,85.71,71.43,89.29,67.86,46.43
